wavenumber,2.5kGy_sn48_sample1,2.5kGy_sn48_sample2,2.5kGy_sn48_sample3,2.5kGy_sn48_sample4,2.5kGy_sn48_sample5,2.5kGy_sn48_sample6,2.5kGy_sn48_sample7,2.5kGy_sn48_sample8,2.5kGy_sn48_sample9
3438.42726,0.03198,0.02763,0.02852,0.02709,0.05685,0.02729,0.02887,0.04825,0.03133
3436.36709,0.03231,0.02766,0.02892,0.02713,0.05697,0.02745,0.02889,0.04877,0.03161
3434.30692,0.0326,0.02796,0.02929,0.02702,0.05731,0.0274,0.02896,0.04923,0.03181
3432.24675,0.03292,0.02853,0.02959,0.02712,0.05778,0.02756,0.02919,0.04947,0.03213
3430.18657,0.03316,0.02894,0.02947,0.02754,0.05799,0.02793,0.02963,0.04957,0.03249
3428.1264,0.03332,0.02917,0.02923,0.02799,0.05812,0.02827,0.03011,0.0497,0.03274
3426.06623,0.03349,0.02945,0.02941,0.02836,0.05856,0.0285,0.03039,0.05001,0.0329
3424.00606,0.03372,0.02976,0.03005,0.02857,0.05908,0.02875,0.03066,0.05048,0.03304
3421.94589,0.03407,0.03008,0.03083,0.02844,0.05953,0.02909,0.03126,0.05083,0.03329
3419.88571,0.03436,0.03031,0.03123,0.02838,0.06007,0.02936,0.03185,0.05078,0.0338
3417.82554,0.03461,0.03033,0.03137,0.02881,0.06043,0.0295,0.03195,0.05062,0.0343
3415.76537,0.03493,0.03025,0.03186,0.02952,0.06047,0.02972,0.03202,0.05084,0.03445
3413.7052,0.03508,0.03033,0.03253,0.02998,0.06052,0.03009,0.03234,0.05128,0.03441
3411.64503,0.035,0.03064,0.03276,0.03023,0.0609,0.0305,0.03254,0.05157,0.0346
3409.58485,0.03521,0.03109,0.0325,0.03054,0.06137,0.03086,0.03285,0.05186,0.03511
3407.52468,0.03596,0.03147,0.0323,0.03085,0.06154,0.03102,0.03335,0.05217,0.03559
3405.46451,0.03663,0.03159,0.03253,0.03094,0.06147,0.03104,0.03364,0.05227,0.03584
3403.40434,0.0369,0.03169,0.03291,0.03083,0.06153,0.03123,0.03379,0.05251,0.03604
3401.34416,0.03717,0.03198,0.0333,0.03076,0.06188,0.03155,0.03394,0.05301,0.03615
3399.28399,0.03755,0.03219,0.0337,0.03091,0.06241,0.03177,0.03403,0.0533,0.03611
3397.22382,0.03771,0.0324,0.03395,0.0311,0.06284,0.03176,0.03428,0.05331,0.03628
3395.16365,0.03772,0.03295,0.03404,0.03114,0.06296,0.03172,0.03462,0.05333,0.03686
3393.10348,0.03779,0.03364,0.03416,0.03121,0.06294,0.032,0.03488,0.05352,0.03747
3391.0433,0.03767,0.03401,0.03443,0.03147,0.06311,0.03248,0.03504,0.05364,0.03769
3388.98313,0.03768,0.03401,0.03477,0.03178,0.0634,0.03274,0.03525,0.05388,0.03766
3386.92296,0.03809,0.03401,0.03501,0.03214,0.06373,0.0327,0.03572,0.05428,0.03782
3384.86279,0.03852,0.03423,0.03509,0.03274,0.06405,0.03251,0.03626,0.05453,0.03819
3382.80262,0.03873,0.03449,0.03518,0.03335,0.06422,0.03264,0.03644,0.05474,0.03842
3380.74244,0.03891,0.03453,0.03535,0.0336,0.06436,0.03311,0.03632,0.05487,0.03831
3378.68227,0.03906,0.03448,0.0356,0.03349,0.06453,0.03352,0.03646,0.05467,0.03823
3376.6221,0.03912,0.03467,0.03594,0.03326,0.06467,0.03378,0.0369,0.05452,0.03859
3374.56193,0.03933,0.03509,0.0363,0.03304,0.06474,0.03397,0.03715,0.05462,0.03919
3372.50176,0.03973,0.03536,0.03661,0.03301,0.06484,0.034,0.03704,0.05478,0.03961
3370.44158,0.04013,0.03543,0.03681,0.03348,0.06502,0.03402,0.03687,0.05516,0.03972
3368.38141,0.04038,0.03545,0.03686,0.03422,0.06517,0.03419,0.03681,0.05574,0.03972
3366.32124,0.04034,0.03546,0.0369,0.03465,0.06529,0.03449,0.03686,0.05603,0.03969
3364.26107,0.04015,0.03554,0.03709,0.03465,0.06536,0.03464,0.03707,0.05595,0.03964
3362.20089,0.03996,0.03578,0.03736,0.03454,0.06556,0.03464,0.0373,0.05593,0.03976
3360.14072,0.03987,0.036,0.03751,0.03454,0.06596,0.0347,0.03752,0.05612,0.03998
3358.08055,0.04019,0.03604,0.03757,0.03457,0.06633,0.03469,0.03781,0.05621,0.04005
3356.02038,0.04077,0.03605,0.03753,0.03457,0.06636,0.0347,0.03803,0.056,0.0401
3353.96021,0.0411,0.03621,0.03749,0.03469,0.06605,0.0349,0.03804,0.05586,0.04032
3351.90003,0.0412,0.03645,0.03759,0.03503,0.06589,0.03507,0.03807,0.0561,0.04048
3349.83986,0.04123,0.03655,0.03777,0.03534,0.06609,0.03522,0.03836,0.05641,0.04049
3347.77969,0.0412,0.03651,0.03807,0.03534,0.06626,0.03541,0.03858,0.05656,0.04069
3345.71952,0.04119,0.03653,0.03839,0.0352,0.0663,0.03555,0.0386,0.05677,0.04103
3343.65935,0.04131,0.03657,0.03844,0.03517,0.0664,0.03555,0.03869,0.05707,0.0411
3341.59917,0.04155,0.0367,0.03835,0.03531,0.06657,0.03546,0.03897,0.05717,0.04099
3339.539,0.04184,0.03691,0.03844,0.03558,0.06679,0.03555,0.0393,0.05715,0.04107
3337.47883,0.04209,0.03691,0.03863,0.03572,0.06695,0.03583,0.03937,0.05728,0.0413
3335.41866,0.04214,0.03678,0.03868,0.03557,0.06698,0.03605,0.03918,0.05742,0.04143
3333.35849,0.04203,0.0369,0.03864,0.03539,0.06688,0.03617,0.03917,0.05759,0.0415
3331.29831,0.04191,0.03724,0.03882,0.03535,0.06678,0.03619,0.03941,0.05787,0.04168
3329.23814,0.04189,0.03737,0.03913,0.03547,0.06688,0.03611,0.03963,0.05795,0.04188
3327.17797,0.04206,0.03726,0.03912,0.03571,0.06718,0.03614,0.03966,0.05786,0.04183
3325.1178,0.04223,0.03719,0.03889,0.03586,0.06747,0.03628,0.03952,0.05791,0.04164
3323.05762,0.04209,0.03714,0.0389,0.0359,0.06772,0.03637,0.03942,0.05796,0.04172
3320.99745,0.04172,0.03706,0.03897,0.03596,0.06779,0.03643,0.03959,0.05774,0.04192
3318.93728,0.04157,0.03712,0.03888,0.03596,0.06764,0.03634,0.03993,0.0575,0.04195
3316.87711,0.0417,0.03741,0.03899,0.03565,0.0676,0.03611,0.04024,0.05753,0.04198
3314.81694,0.04175,0.0376,0.03941,0.03532,0.06771,0.03591,0.04041,0.05774,0.0421
3312.75676,0.04177,0.03761,0.03967,0.03554,0.06765,0.03586,0.04041,0.05789,0.04206
3310.69659,0.04212,0.03767,0.03958,0.03601,0.06752,0.03599,0.04037,0.05799,0.04199
3308.63642,0.04271,0.03781,0.03941,0.03617,0.06771,0.03629,0.04033,0.058,0.04203
3306.57625,0.0431,0.03792,0.03938,0.03597,0.06819,0.03658,0.04039,0.05784,0.04196
3304.51608,0.04302,0.03786,0.03944,0.03575,0.06848,0.03671,0.04062,0.0577,0.04185
3302.4559,0.04281,0.03757,0.0395,0.0358,0.06829,0.03675,0.04069,0.05764,0.04188
3300.39573,0.04285,0.03739,0.0395,0.03603,0.06802,0.03682,0.04052,0.05782,0.04193
3298.33556,0.0428,0.03772,0.0394,0.03621,0.06798,0.03695,0.04039,0.05824,0.04204
3296.27539,0.04253,0.03805,0.03926,0.03643,0.06811,0.03703,0.04038,0.05847,0.04237
3294.21521,0.04238,0.03792,0.03924,0.03668,0.0682,0.03696,0.04037,0.05843,0.04257
3292.15504,0.0425,0.03781,0.03938,0.03675,0.06824,0.03683,0.04033,0.05827,0.04246
3290.09487,0.04273,0.03798,0.03947,0.03663,0.0683,0.0367,0.04043,0.05803,0.04249
3288.0347,0.04305,0.03822,0.03938,0.0365,0.06827,0.03658,0.04074,0.05797,0.04268
3285.97453,0.04331,0.03854,0.03933,0.03643,0.06809,0.03673,0.04102,0.05808,0.04261
3283.91435,0.04314,0.03898,0.03939,0.03636,0.068,0.037,0.041,0.05804,0.04234
3281.85418,0.04279,0.03916,0.0394,0.03633,0.06804,0.03683,0.04076,0.05797,0.04215
3279.79401,0.04285,0.03882,0.03945,0.03633,0.06797,0.03632,0.04054,0.05812,0.04202
3277.73384,0.04319,0.03844,0.03954,0.03624,0.06785,0.03611,0.04038,0.05846,0.04191
3275.67367,0.04323,0.03833,0.03955,0.03617,0.06798,0.03634,0.04045,0.05859,0.04198
3273.61349,0.04285,0.0382,0.03952,0.03624,0.06826,0.03661,0.04079,0.05838,0.04225
3271.55332,0.04237,0.0381,0.03947,0.03636,0.06837,0.03666,0.04091,0.05825,0.04244
3269.49315,0.04216,0.03816,0.03929,0.03639,0.06836,0.03657,0.04067,0.05824,0.04239
3267.43298,0.04222,0.03826,0.03912,0.03623,0.06835,0.03656,0.04044,0.0581,0.04225
3265.37281,0.04233,0.03829,0.03912,0.03598,0.06829,0.03658,0.0405,0.05799,0.04218
3263.31263,0.04246,0.0381,0.03924,0.03593,0.06802,0.03642,0.04067,0.05805,0.04224
3261.25246,0.04257,0.03776,0.03921,0.03621,0.06771,0.03638,0.04071,0.05813,0.04234
3259.19229,0.04265,0.0376,0.039,0.03648,0.06757,0.03659,0.04061,0.05813,0.04229
3257.13212,0.04263,0.03761,0.03887,0.03641,0.06747,0.03665,0.04052,0.05791,0.04201
3255.07194,0.04237,0.03742,0.03877,0.03616,0.06739,0.03652,0.0404,0.05761,0.04182
3253.01177,0.04209,0.03723,0.03863,0.03599,0.06732,0.0364,0.04018,0.05764,0.04181
3250.9516,0.04209,0.03747,0.03861,0.03602,0.06724,0.0364,0.03997,0.05792,0.04171
3248.89143,0.04211,0.03787,0.0387,0.03613,0.06727,0.03633,0.03984,0.05807,0.04159
3246.83126,0.04185,0.03797,0.03872,0.03592,0.06743,0.03598,0.03975,0.05803,0.04161
3244.77108,0.04159,0.03785,0.03866,0.03544,0.06751,0.03546,0.0397,0.0579,0.04165
3242.71091,0.04163,0.03761,0.03854,0.03524,0.0673,0.03519,0.03971,0.05778,0.04152
3240.65074,0.04159,0.03739,0.03833,0.03534,0.06709,0.03536,0.03968,0.05773,0.04125
3238.59057,0.04118,0.03726,0.03814,0.03535,0.06709,0.0356,0.03943,0.05756,0.04113
3236.5304,0.04081,0.03707,0.03818,0.03518,0.06719,0.03559,0.03913,0.05726,0.04121
3234.47022,0.04059,0.03688,0.03833,0.03498,0.06719,0.03543,0.03911,0.05722,0.04121
3232.41005,0.04046,0.03685,0.03838,0.03496,0.06686,0.03538,0.03923,0.05747,0.04094
3230.34988,0.04058,0.03685,0.03825,0.03501,0.06646,0.03545,0.03921,0.05762,0.04054
3228.28971,0.04071,0.03665,0.03805,0.03489,0.0664,0.03545,0.03911,0.05754,0.04031
3226.22954,0.04058,0.0363,0.03787,0.03482,0.06642,0.03521,0.039,0.05722,0.04018
3224.16936,0.04041,0.03604,0.03773,0.03503,0.06621,0.03481,0.03892,0.05683,0.04002
3222.10919,0.0404,0.03606,0.03769,0.03514,0.06601,0.03446,0.03886,0.05668,0.03983
3220.04902,0.04022,0.03628,0.03767,0.03489,0.06593,0.03419,0.03864,0.05678,0.03964
3217.98885,0.03991,0.03663,0.03759,0.03449,0.0657,0.03406,0.03826,0.05677,0.03943
3215.92867,0.03995,0.03688,0.03746,0.03421,0.06545,0.03396,0.038,0.05665,0.03922
3213.8685,0.04022,0.03677,0.03733,0.0342,0.06544,0.03384,0.03801,0.05662,0.03923
3211.80833,0.04027,0.03621,0.03727,0.03421,0.06555,0.03372,0.0381,0.05666,0.03929
3209.74816,0.04018,0.03555,0.03708,0.03393,0.06543,0.03362,0.038,0.05662,0.03917
3207.68799,0.03991,0.03531,0.03683,0.03351,0.065,0.03356,0.03778,0.05639,0.03892
3205.62781,0.03939,0.03552,0.03665,0.03324,0.06466,0.0335,0.03765,0.05615,0.03863
3203.56764,0.03882,0.03573,0.03643,0.03311,0.06457,0.03344,0.0375,0.05598,0.03838
3201.50747,0.03853,0.03559,0.03621,0.03301,0.06446,0.03332,0.03725,0.05576,0.03817
3199.4473,0.03858,0.0352,0.03613,0.03291,0.06429,0.03312,0.03706,0.05553,0.03803
3197.38713,0.03854,0.03492,0.03599,0.03277,0.0642,0.03303,0.03698,0.05536,0.03797
3195.32695,0.03821,0.03475,0.03568,0.03261,0.06402,0.03307,0.03689,0.05527,0.03798
3193.26678,0.03794,0.0346,0.03534,0.03251,0.06366,0.03304,0.03676,0.05524,0.038
3191.20661,0.03774,0.03454,0.03505,0.03244,0.06341,0.03288,0.03659,0.05521,0.03776
3189.14644,0.03747,0.03438,0.03499,0.03233,0.06342,0.03263,0.03633,0.05512,0.03735
3187.08626,0.0373,0.03401,0.03509,0.03209,0.06342,0.03249,0.03605,0.055,0.03714
3185.02609,0.03726,0.03375,0.03507,0.0317,0.06321,0.03247,0.03577,0.05492,0.03714
3182.96592,0.03716,0.03363,0.03484,0.03121,0.06293,0.0323,0.03554,0.05473,0.03699
3180.90575,0.03693,0.03343,0.03448,0.03094,0.06271,0.0319,0.03545,0.05447,0.0366
3178.84558,0.03674,0.03316,0.0341,0.03107,0.06255,0.03151,0.03533,0.05439,0.03622
3176.7854,0.03652,0.03311,0.03384,0.03134,0.06233,0.03124,0.03509,0.05426,0.03605
3174.72523,0.03616,0.03327,0.03365,0.03135,0.06197,0.03102,0.0348,0.05397,0.03603
3172.66506,0.03577,0.03322,0.03341,0.0311,0.06162,0.03085,0.03464,0.05368,0.03591
3170.60489,0.03554,0.03284,0.03317,0.03085,0.0614,0.03077,0.03471,0.05351,0.03571
3168.54472,0.03558,0.03244,0.03301,0.03073,0.06132,0.03063,0.03471,0.05345,0.03551
3166.48454,0.03553,0.0323,0.033,0.03065,0.06132,0.03034,0.03436,0.05338,0.03522
3164.42437,0.03509,0.03229,0.03317,0.03053,0.06124,0.03019,0.03391,0.05319,0.03497
3162.3642,0.03453,0.03222,0.03317,0.03034,0.0611,0.03029,0.03364,0.05285,0.03477
3160.30403,0.03438,0.03211,0.03282,0.03011,0.06095,0.03029,0.03354,0.05241,0.03442
3158.24386,0.03449,0.032,0.03232,0.02978,0.06066,0.02995,0.03337,0.05202,0.034
3156.18368,0.0344,0.03188,0.03201,0.02935,0.06035,0.02957,0.03316,0.05191,0.03374
3154.12351,0.03414,0.03176,0.03206,0.02905,0.0601,0.02935,0.03302,0.05206,0.03367
3152.06334,0.03385,0.03152,0.03206,0.02898,0.05985,0.02916,0.03285,0.05217,0.03357
3150.00317,0.03341,0.03098,0.03168,0.02894,0.05962,0.02881,0.03262,0.05196,0.03331
3147.94299,0.03306,0.03044,0.03125,0.02868,0.05945,0.02839,0.03245,0.05158,0.03302
3145.88282,0.03282,0.03026,0.03096,0.02836,0.05929,0.02825,0.03225,0.05139,0.03275
3143.82265,0.03246,0.03016,0.03079,0.02824,0.05904,0.02829,0.0319,0.0514,0.03248
3141.76248,0.03206,0.02992,0.03074,0.02821,0.05873,0.02814,0.0316,0.05143,0.03223
3139.70231,0.03179,0.02967,0.0307,0.0281,0.05837,0.02791,0.03151,0.05133,0.03197
3137.64213,0.03157,0.02949,0.03049,0.02782,0.058,0.02782,0.0315,0.05102,0.03172
3135.58196,0.03141,0.02929,0.03017,0.02747,0.05774,0.02772,0.03133,0.05073,0.03152
3133.52179,0.03137,0.02891,0.02983,0.02718,0.05747,0.02751,0.03093,0.05059,0.03141
3131.46162,0.03134,0.02857,0.0295,0.02694,0.05718,0.02731,0.03055,0.05036,0.03127
3129.40145,0.03121,0.02853,0.0293,0.0268,0.05711,0.02714,0.03039,0.05024,0.03099
3127.34127,0.0309,0.02866,0.02915,0.02677,0.05715,0.02693,0.03029,0.05034,0.03062
3125.2811,0.0305,0.02878,0.02891,0.02675,0.05706,0.02672,0.03013,0.05039,0.03027
3123.22093,0.03021,0.02881,0.02877,0.02655,0.05681,0.02647,0.02989,0.05034,0.03001
3121.16076,0.03007,0.02872,0.02865,0.02616,0.05643,0.02613,0.02955,0.0502,0.02981
3119.10058,0.02999,0.02842,0.02841,0.0259,0.05603,0.02583,0.0292,0.04997,0.02953
3117.04041,0.02985,0.02798,0.02821,0.02585,0.05584,0.0256,0.02896,0.04974,0.02913
3114.98024,0.0296,0.02763,0.02817,0.02578,0.05584,0.02535,0.02881,0.04943,0.02893
3112.92007,0.02937,0.02742,0.02802,0.02547,0.05576,0.02511,0.02864,0.04909,0.02896
3110.8599,0.02916,0.02715,0.02763,0.02507,0.05553,0.02496,0.0285,0.0489,0.02895
3108.79972,0.02901,0.02675,0.0272,0.02493,0.05526,0.02492,0.02845,0.04878,0.02871
3106.73955,0.0289,0.02652,0.02681,0.0248,0.05497,0.02486,0.0283,0.04859,0.02827
3104.67938,0.02862,0.02655,0.02647,0.02433,0.0547,0.02467,0.02791,0.04842,0.02783
3102.61921,0.02825,0.02654,0.02637,0.0239,0.05449,0.02446,0.02746,0.04834,0.02753
3100.55904,0.02807,0.02637,0.0265,0.02383,0.05416,0.02417,0.0271,0.04825,0.02734
3098.49886,0.028,0.02615,0.02646,0.02384,0.05371,0.02374,0.02689,0.04808,0.02726
3096.43869,0.02786,0.02593,0.02617,0.02363,0.05347,0.02337,0.02688,0.04786,0.02714
3094.37852,0.02763,0.02581,0.02596,0.02329,0.0535,0.02318,0.02691,0.04754,0.02693
3092.31835,0.02748,0.02577,0.02594,0.02307,0.05357,0.02309,0.02688,0.04736,0.02676
3090.25818,0.02739,0.02576,0.0257,0.0231,0.05358,0.02297,0.02678,0.04737,0.02668
3088.198,0.02723,0.02563,0.02519,0.02324,0.05353,0.0229,0.0266,0.04742,0.02667
3086.13783,0.02685,0.02517,0.0249,0.02316,0.05344,0.02285,0.02636,0.04735,0.02659
3084.07766,0.02641,0.02459,0.02501,0.02292,0.05327,0.02268,0.02613,0.0471,0.02631
3082.01749,0.02623,0.02408,0.02518,0.02277,0.05297,0.02254,0.02585,0.04679,0.0259
3079.95731,0.02622,0.0238,0.02499,0.02258,0.05266,0.02247,0.02549,0.04647,0.02548
3077.89714,0.02603,0.0238,0.02459,0.02229,0.05246,0.02226,0.0252,0.0461,0.02504
3075.83697,0.02574,0.02367,0.02431,0.02214,0.05227,0.02202,0.02506,0.04585,0.02467
3073.7768,0.02561,0.02343,0.02409,0.02204,0.05199,0.02193,0.02495,0.04586,0.02449
3071.71663,0.02546,0.02343,0.02401,0.0217,0.05163,0.02189,0.02476,0.04585,0.0244
3069.65645,0.02521,0.02348,0.02414,0.02135,0.05123,0.02168,0.02461,0.04572,0.02426
3067.59628,0.0249,0.02334,0.0241,0.02119,0.05088,0.02128,0.02457,0.04553,0.02414
3065.53611,0.02453,0.02323,0.02364,0.02106,0.05062,0.02086,0.02443,0.04523,0.02409
3063.47594,0.02429,0.02301,0.02306,0.0209,0.05048,0.02057,0.02393,0.04488,0.02399
3061.41577,0.02414,0.0225,0.0227,0.02083,0.05034,0.02051,0.02332,0.0447,0.02376
3059.35559,0.02385,0.02216,0.02259,0.02075,0.05015,0.02046,0.023,0.0447,0.02347
3057.29542,0.02358,0.02223,0.02258,0.02056,0.04998,0.02016,0.02299,0.04465,0.02317
3055.23525,0.02341,0.02219,0.02242,0.02031,0.04988,0.01977,0.02296,0.04443,0.02294
3053.17508,0.02334,0.02194,0.02213,0.02001,0.04976,0.01939,0.0228,0.04422,0.02291
3051.11491,0.02329,0.02186,0.02189,0.01967,0.04948,0.01907,0.02253,0.0442,0.02298
3049.05473,0.02301,0.02191,0.02165,0.01949,0.04924,0.0189,0.02218,0.04426,0.02285
3046.99456,0.02257,0.02186,0.02148,0.01952,0.04915,0.01884,0.02189,0.04417,0.02243
3044.93439,0.02219,0.02154,0.02151,0.01945,0.04893,0.01887,0.02174,0.04387,0.02203
3042.87422,0.02201,0.02111,0.02157,0.01913,0.04855,0.01897,0.02168,0.04358,0.02176
3040.81404,0.02203,0.02085,0.02142,0.01871,0.0483,0.01897,0.02163,0.0434,0.02163
3038.75387,0.02209,0.02077,0.02099,0.01836,0.04822,0.01882,0.02153,0.04325,0.02153
3036.6937,0.0221,0.02072,0.02064,0.01828,0.04819,0.01864,0.02139,0.04318,0.02139
3034.63353,0.02206,0.02048,0.02061,0.01851,0.04819,0.01842,0.02126,0.0432,0.02124
3032.57336,0.02182,0.02018,0.02062,0.01869,0.04817,0.01808,0.02109,0.04312,0.02113
3030.51318,0.02131,0.01997,0.0204,0.01856,0.04807,0.01777,0.02081,0.04286,0.02105
3028.45301,0.02075,0.01969,0.02014,0.01833,0.04784,0.01762,0.02042,0.04266,0.0209
3026.39284,0.02051,0.01944,0.02008,0.01819,0.0475,0.01749,0.02003,0.04263,0.02063
3024.33267,0.02056,0.01947,0.02005,0.01797,0.04734,0.01734,0.01979,0.0426,0.0204
3022.2725,0.02053,0.01957,0.01982,0.01767,0.04755,0.01726,0.01977,0.04256,0.02025
3020.21232,0.02036,0.01937,0.01957,0.01761,0.04778,0.01722,0.01999,0.04249,0.02007
3018.15215,0.02029,0.01909,0.01947,0.01762,0.04768,0.01718,0.0202,0.04237,0.01995
3016.09198,0.02039,0.01913,0.01951,0.01747,0.04737,0.01725,0.02005,0.04236,0.02
3014.03181,0.0204,0.0193,0.01949,0.01736,0.04708,0.01738,0.01965,0.0425,0.02015
3011.97163,0.02032,0.01923,0.01927,0.01734,0.04681,0.0174,0.01944,0.04258,0.02019
3009.91146,0.02029,0.01889,0.01898,0.01736,0.04664,0.01726,0.01936,0.04237,0.01997
3007.85129,0.02022,0.01851,0.01874,0.01732,0.04656,0.01703,0.01924,0.04199,0.01963
3005.79112,0.02008,0.01834,0.01852,0.01705,0.04649,0.01679,0.01919,0.04181,0.01938
3003.73095,0.01992,0.01844,0.01844,0.01665,0.04639,0.01666,0.01916,0.04177,0.01918
3001.67077,0.0197,0.01857,0.01853,0.01644,0.04638,0.01655,0.01896,0.04161,0.01908
2999.6106,0.01943,0.0186,0.01855,0.01645,0.04652,0.01627,0.0187,0.0414,0.01915
2997.55043,0.01918,0.01844,0.01834,0.01659,0.04664,0.01589,0.01849,0.04126,0.01915
2995.49026,0.01896,0.01811,0.01812,0.01667,0.04648,0.01566,0.01825,0.04111,0.01884
2993.43009,0.01874,0.01781,0.01804,0.01661,0.04611,0.01576,0.0181,0.04101,0.01846
2991.36991,0.01864,0.01773,0.01814,0.01644,0.04583,0.01588,0.01817,0.04106,0.01834
2989.30974,0.0188,0.01769,0.01826,0.01608,0.04567,0.01577,0.01822,0.04128,0.01842
2987.24957,0.01908,0.01757,0.01821,0.01585,0.0456,0.01563,0.01815,0.04147,0.01848
2985.1894,0.01923,0.01757,0.01806,0.016,0.04579,0.01561,0.01824,0.04148,0.01851
2983.12923,0.01926,0.01785,0.01811,0.01628,0.04605,0.01582,0.0185,0.04144,0.01868
2981.06905,0.01934,0.01819,0.01836,0.01662,0.04624,0.01618,0.01863,0.04146,0.01895
2979.00888,0.01959,0.01836,0.01863,0.0171,0.04656,0.01646,0.0188,0.04157,0.01927
2976.94871,0.02004,0.01849,0.01891,0.01759,0.0471,0.01674,0.01925,0.0418,0.01972
2974.88854,0.02055,0.01883,0.01927,0.01796,0.04768,0.01724,0.01982,0.04209,0.02026
2972.82836,0.02109,0.01934,0.0198,0.01836,0.04821,0.01788,0.02044,0.04244,0.0208
2970.76819,0.02182,0.01998,0.02055,0.01895,0.04888,0.01848,0.02101,0.04294,0.02142
2968.70802,0.02279,0.02067,0.02137,0.01977,0.04979,0.01899,0.02151,0.04356,0.0223
2966.64785,0.02383,0.02122,0.02209,0.02057,0.05084,0.01962,0.02222,0.04421,0.02321
2964.58768,0.02477,0.02184,0.02276,0.02126,0.05189,0.0205,0.02318,0.04497,0.0241
2962.5275,0.02579,0.02284,0.02358,0.02215,0.05295,0.02155,0.02421,0.04599,0.02515
2960.46733,0.02711,0.02406,0.02462,0.02321,0.05414,0.02274,0.0253,0.04708,0.02635
2958.40716,0.02856,0.02528,0.02566,0.02423,0.05539,0.02398,0.02644,0.04806,0.02767
2956.34699,0.03001,0.02647,0.02683,0.02532,0.05659,0.0252,0.02763,0.04922,0.02909
2954.28682,0.0315,0.02766,0.02829,0.02658,0.05786,0.02649,0.02896,0.05051,0.03048
2952.22664,0.03288,0.02898,0.02967,0.02775,0.05926,0.02771,0.03041,0.05154,0.03178
2950.16647,0.03428,0.0304,0.03089,0.0289,0.06072,0.0288,0.03188,0.05237,0.03305
2948.1063,0.03583,0.03177,0.03222,0.03019,0.06216,0.03004,0.03338,0.0533,0.0345
2946.04613,0.03742,0.03308,0.03374,0.03159,0.06368,0.03146,0.03513,0.05452,0.03624
2943.98596,0.03915,0.03452,0.03535,0.03299,0.06537,0.03297,0.03712,0.056,0.03813
2941.92578,0.04106,0.03621,0.03714,0.03445,0.06724,0.03474,0.039,0.05758,0.04
2939.86561,0.04305,0.03802,0.0392,0.03617,0.06918,0.03665,0.04095,0.05923,0.04192
2937.80544,0.04503,0.03985,0.04111,0.03802,0.07103,0.03849,0.04311,0.06099,0.04389
2935.74527,0.04693,0.04165,0.04262,0.03984,0.07277,0.04016,0.04513,0.06252,0.04568
2933.68509,0.04874,0.04342,0.04414,0.04167,0.07448,0.04172,0.04697,0.06381,0.04722
2931.62492,0.0505,0.04509,0.04586,0.04323,0.07617,0.04327,0.04869,0.06526,0.04875
2929.56475,0.0521,0.04647,0.04751,0.04443,0.07761,0.04468,0.05015,0.06679,0.05045
2927.50458,0.05351,0.04744,0.04891,0.04555,0.0788,0.04582,0.05139,0.06802,0.05197
2925.44441,0.05462,0.04816,0.05007,0.04645,0.07982,0.0466,0.05263,0.06895,0.05304
2923.38423,0.05537,0.04889,0.05108,0.04708,0.08067,0.04695,0.0537,0.06983,0.05379
2921.32406,0.05586,0.0497,0.05185,0.04763,0.08121,0.04724,0.05433,0.07056,0.0543
2919.26389,0.05598,0.05026,0.052,0.04783,0.08114,0.04748,0.0544,0.0708,0.05445
2917.20372,0.05553,0.05009,0.05132,0.04747,0.0804,0.04712,0.05387,0.07048,0.05398
2915.14355,0.05434,0.04907,0.05006,0.0466,0.07915,0.04602,0.05268,0.06958,0.05279
2913.08337,0.05241,0.04752,0.04851,0.04512,0.07745,0.04457,0.05081,0.06804,0.05112
2911.0232,0.0501,0.04578,0.04682,0.04323,0.07558,0.04293,0.04873,0.06628,0.04929
2908.96303,0.04803,0.04409,0.04522,0.04133,0.07391,0.04128,0.047,0.0647,0.04743
2906.90286,0.04648,0.04265,0.04375,0.03977,0.07241,0.03982,0.04562,0.06326,0.04564
2904.84268,0.04524,0.04143,0.04236,0.03862,0.07099,0.03854,0.04432,0.06198,0.04406
2902.78251,0.04401,0.04025,0.04108,0.03761,0.0698,0.03743,0.04301,0.06099,0.04268
2900.72234,0.04265,0.03904,0.03988,0.0365,0.06885,0.03639,0.04189,0.0601,0.04143
2898.66217,0.04129,0.03801,0.03881,0.03537,0.06788,0.03542,0.04097,0.05906,0.04031
2896.602,0.04008,0.03718,0.03787,0.03435,0.06676,0.03452,0.04004,0.05808,0.03933
2894.54182,0.03899,0.03632,0.0369,0.03347,0.06552,0.03362,0.03899,0.05738,0.0384
2892.48165,0.03806,0.03542,0.03596,0.03263,0.06426,0.03279,0.03787,0.05678,0.03738
2890.42148,0.03728,0.03456,0.03529,0.03182,0.06321,0.03202,0.0368,0.05612,0.03629
2888.36131,0.03643,0.0338,0.0348,0.03115,0.06253,0.03138,0.03588,0.05543,0.03545
2886.30114,0.03559,0.03316,0.03434,0.0305,0.06203,0.03097,0.03523,0.05485,0.03498
2884.24096,0.03501,0.03269,0.03381,0.02978,0.0616,0.03057,0.03473,0.05435,0.0346
2882.18079,0.03465,0.03237,0.0332,0.02923,0.06132,0.03001,0.03428,0.05394,0.0341
2880.12062,0.03423,0.03208,0.03262,0.02896,0.06119,0.02956,0.03392,0.05374,0.03361
